,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
5527,Address: 263 Carl Street, San FranciscoSales price: 1450000Sales date: 01/14/2015Bedrooms: 0Square feet: 1391Lot size: 3450,263 Carl St,1.5,3.0,1400.0,01/14/2015,1450000.0,37.76503,-122.453741,Haight-Ashbury,6.0,Condominium,1908.0,1648888.0,"1,337,700",94117.0,15087970.0
5529,Address: 870 Harrison Street #201, San FranciscoSales price: 560000Sales date: 01/14/2015Bedrooms: 0Square feet: 0Lot size: 0,201 Harrison St APT 810,1.0,1.0,733.0,01/13/2015,560000.0,37.787585,-122.39048,South Beach,2.0,Condominium,1991.0,756010.0,"1,269,100",94105.0,15148340.0
5534,Address: 219 Brannan Street #1E, San FranciscoSales price: 500000Sales date: 01/13/2015Bedrooms: 0Square feet: 524Lot size: 82966,219 Brannan St UNIT 1E,1.0,1.0,563.0,01/13/2015,500000.0,37.782575,-122.390364,South Beach,2.0,MultiFamily2To4,2000.0,828944.0,"1,269,100",94107.0,52437146.0
5542,Address: 145 Ames Street, San FranciscoSales price: 2115000Sales date: 01/13/2015Bedrooms: 2Square feet: 1750Lot size: 2820,145 Ames St,2.5,3.0,1750.0,01/13/2015,2115000.0,37.754406,-122.423624,Mission,5.0,Condominium,2010.0,2022353.0,"1,167,700",94110.0,111933140.0
5543,Address: 2424 Alemany Boulevard, San FranciscoSales price: 775000Sales date: 01/13/2015Bedrooms: 0Square feet: 1470Lot size: 2260,2424 Alemany Blvd,2.0,3.0,1470.0,01/13/2015,775000.0,37.715999,-122.445154,Outer Mission,6.0,SingleFamily,1938.0,651320.0,"804,400",94112.0,15191624.0
5545,Address: 2071 29th Avenue, San FranciscoSales price: 900000Sales date: 01/13/2015Bedrooms: 2Square feet: 1125Lot size: 3000,2071 29th Ave,1.0,2.0,1125.0,08/17/2015,1700000.0,37.748713,-122.487161,Parkside,5.0,SingleFamily,1939.0,1574780.0,"1,094,000",94116.0,15116005.0
5547,Address: 1842 33rd Avenue, San FranciscoSales price: 705000Sales date: 01/13/2015Bedrooms: 0Square feet: 1550Lot size: 2996,1842 33rd Ave,2.0,3.0,1123.0,01/13/2015,705000.0,37.752764,-122.491087,Central Sunset,6.0,SingleFamily,1941.0,1041452.0,"1,111,300",94122.0,15112917.0
5549,Address: 223 Edinburgh Street, San FranciscoSales price: 720000Sales date: 01/12/2015Bedrooms: 0Square feet: 2437Lot size: 2500,223 Edinburgh St,5.0,3.0,2910.0,09/24/2015,780000.0,37.725383,-122.428521,Excelsior,11.0,SingleFamily,1905.0,1124079.0,"757,400",94112.0,15169276.0
5550,Address: 2 Quintara Street, San FranciscoSales price: 1450000Sales date: 01/12/2015Bedrooms: 5Square feet: 2124Lot size: 2664,2 Quintara St,4.0,3.0,3131.0,09/29/2003,10000.0,37.749294,-122.465858,Forest Hill,8.0,SingleFamily,2010.0,2069539.0,"1,926,800",94116.0,119685537.0
5551,Address: 255 Red Rock Way #106H, San FranciscoSales price: 555000Sales date: 01/12/2015Bedrooms: 0Square feet: 744Lot size: 6993,255 Red Rock Way APT H106,1.0,1.0,744.0,01/12/2015,555000.0,37.74557,-122.443035,Diamond Heights,3.0,Condominium,1972.0,641064.0,"1,070,100",94131.0,15199158.0
5553,Address: 386 Princeton Street, San FranciscoSales price: 775000Sales date: 01/12/2015Bedrooms: 0Square feet: 1243Lot size: 1751,386 Princeton St,1.0,2.0,1243.0,01/12/2015,775000.0,37.724823,-122.415062,Portola,5.0,SingleFamily,1956.0,853470.0,"891,600",94134.0,15168923.0
5554,Address: 1160 Mission Street #803, San FranciscoSales price: 688000Sales date: 01/09/2015Bedrooms: 1Square feet: 755Lot size: 43557,1160 Mission St UNIT 803,1.0,1.0,755.0,01/09/2015,688000.0,37.778705,-122.412635,South of Market,3.0,Condominium,2008.0,859712.0,"957,300",94103.0,82785871.0
5556,Address: 229 Brannan Street #3H, San FranciscoSales price: 920000Sales date: 01/09/2015Bedrooms: 1Square feet: 927Lot size: 82966,229 Brannan St UNIT 3H,1.0,1.0,927.0,01/09/2015,920000.0,37.782575,-122.390364,South Beach,4.0,Condominium,2001.0,1131709.0,"1,269,100",94107.0,59779901.0
5558,Address: 395 Wisconsin Street, San FranciscoSales price: 8049500Sales date: 01/09/2015Bedrooms: 0Square feet: 52838Lot size: 60000,776 Wisconsin St,3.5,4.0,3335.0,06/06/2014,1500000.0,37.757678,-122.399288,Potrero Hill,7.0,SingleFamily,1906.0,3382602.0,"1,264,000",94107.0,15150558.0
5559,Address: 1001 Pine Street #701, San FranciscoSales price: 615000Sales date: 01/09/2015Bedrooms: 0Square feet: 650Lot size: 18906,1001 Pine St APT 701,1.0,1.0,650.0,01/09/2015,615000.0,37.790348,-122.412568,Downtown,3.0,Condominium,1963.0,647252.0,"795,400",94109.0,15068862.0
5561,Address: 1152 Potrero Avenue, San FranciscoSales price: 900000Sales date: 01/09/2015Bedrooms: 2Square feet: 1125Lot size: 2495,1152 Potrero Ave,2.5,4.0,1125.0,01/09/2015,900000.0,37.753709,-122.406744,Mission,5.0,SingleFamily,1907.0,1159945.0,"1,167,700",94110.0,15151910.0
5566,Address: 2458 26th Avenue, San FranciscoSales price: 915000Sales date: 01/09/2015Bedrooms: 0Square feet: 1115Lot size: 3000,2458 26th Ave,1.0,1.0,1115.0,01/09/2015,915000.0,37.741628,-122.482787,Parkside,5.0,SingleFamily,1924.0,1001533.0,"1,094,000",94116.0,15122454.0
5567,Address: 1718 Rivera Street, San FranciscoSales price: 980000Sales date: 01/09/2015Bedrooms: 3Square feet: 1375Lot size: 2500,1718 Rivera St,2.0,4.0,2010.0,01/09/2015,980000.0,37.746632,-122.48495,Parkside,8.0,SingleFamily,1941.0,1272665.0,"1,094,000",94116.0,15117699.0
5570,Address: 135 Parnassus Avenue, San FranciscoSales price: 1159000Sales date: 01/09/2015Bedrooms: 2Square feet: 1192Lot size: 3134,135 Parnassus Ave,1.0,2.0,1192.0,01/09/2015,1159000.0,37.76448,-122.450668,Parnassus - Ashbury,5.0,Condominium,1922.0,1103206.0,"2,111,800",94117.0,89238133.0
5571,Address: 143 Upper Terrace, San FranciscoSales price: 5200000Sales date: 01/09/2015Bedrooms: 0Square feet: 2369Lot size: 2613,143 Upper Ter,2.0,4.0,2369.0,01/09/2015,5200000.0,37.764849,-122.443783,Parnassus - Ashbury,12.0,SingleFamily,1919.0,4068757.0,"2,111,800",94117.0,15127328.0
5572,Address: 2945 Lincoln Way, San FranciscoSales price: 1000000Sales date: 01/09/2015Bedrooms: 0Square feet: 2160Lot size: 2925,2945 Lincoln Way,4.0,4.0,2160.0,01/09/2015,1000000.0,37.764722,-122.489827,Central Sunset,9.0,SingleFamily,1924.0,1472208.0,"1,111,300",94122.0,15101594.0
5573,Address: 344 Moncada Way, San FranciscoSales price: 194000Sales date: 01/09/2015Bedrooms: 0Square feet: 1778Lot size: 5510,344 Moncada Way,1.0,2.0,1778.0,12/16/2015,1415000.0,37.729763,-122.469902,Ingleside Terrace,6.0,SingleFamily,1925.0,1191342.0,"1,621,200",94127.0,15186967.0
5574,Address: 220 Evelyn Way, San FranciscoSales price: 649000Sales date: 01/09/2015Bedrooms: 0Square feet: 1006Lot size: 1781,220 Evelyn Way,1.0,3.0,1008.0,01/09/2015,649000.0,37.742855,-122.450153,Miraloma Park,6.0,SingleFamily,1945.0,981241.0,"1,227,600",94127.0,15134276.0
5575,Address: 485 Dellbrook Avenue, San FranciscoSales price: 1250000Sales date: 01/09/2015Bedrooms: 0Square feet: 1065Lot size: 4726,485 Dellbrook Ave,2.0,3.0,1065.0,01/09/2015,1250000.0,37.754728,-122.454539,Midtown Terrace,5.0,SingleFamily,1958.0,1690216.0,"1,108,400",94131.0,15131218.0
5576,Address: 1671 Noe Street, San FranciscoSales price: 1450000Sales date: 01/09/2015Bedrooms: 0Square feet: 1043Lot size: 2887,1671 Noe St,1.5,2.0,1043.0,01/09/2015,1450000.0,37.742253,-122.430672,Noe Valley,5.0,SingleFamily,1904.0,1376116.0,"1,751,900",94131.0,15183543.0
5577,Address: 3981 Alemany Boulevard #210, San FranciscoSales price: 575000Sales date: 01/09/2015Bedrooms: 2Square feet: 974Lot size: 325629,3981 Alemany Blvd APT 210,2.0,2.0,974.0,01/09/2015,575000.0,37.71048,-122.467645,Ingleside Heights,4.0,Condominium,2002.0,613772.0,"688,100",94132.0,63107230.0
5578,Address: 33 Bishop Street, San FranciscoSales price: 695000Sales date: 01/09/2015Bedrooms: 3Square feet: 1675Lot size: 2495,33 Bishop St,2.0,3.0,1675.0,01/09/2015,695000.0,37.718399,-122.404039,Visitacion Valley,6.0,SingleFamily,1978.0,689598.0,"690,400",94134.0,15172631.0
5579,Address: 8 Octavia #608, San FranciscoSales price: 1165000Sales date: 01/09/2015Bedrooms: 0Square feet: 0Lot size: 0,8 Octavia St UNIT 508,2.0,2.0,1001.0,11/04/2014,1320000.0,37.772548,-122.423362,Hayes Valley,5.0,Condominium,2014.0,1099632.0,"1,202,900",94102.0,125308682.0
5580,Address: 1770 Pacific Avenue #301, San FranciscoSales price: 1025000Sales date: 01/08/2015Bedrooms: 2Square feet: 1500Lot size: 8108,1770 Pacific Ave APT 301,2.0,2.0,1500.0,01/08/2015,1025000.0,37.794927,-122.424508,Pacific Heights,5.0,Condominium,1902.0,1621837.0,"1,884,400",94109.0,15072957.0
5581,Address: 1380 Greenwich Street #110, San FranciscoSales price: 1035000Sales date: 01/08/2015Bedrooms: 2Square feet: 1131Lot size: 18170,1380 Greenwich St APT 110,2.0,2.0,1131.0,01/08/2015,1035000.0,37.80096,-122.422455,Russian Hill,5.0,Condominium,1990.0,1394695.0,"1,608,800",94109.0,15070946.0
5583,Address: 1030 Treat Avenue, San FranciscoSales price: 1045000Sales date: 01/08/2015Bedrooms: 0Square feet: 3636Lot size: 4449,1030 Treat Ave,4.0,4.0,3800.0,03/01/2016,1775000.0,37.753598,-122.413402,Mission,16.0,MultiFamily2To4,1940.0,2072031.0,"1,167,700",94110.0,15146859.0
5584,Address: 1730 Broderick Street #2, San FranciscoSales price: 800000Sales date: 01/08/2015Bedrooms: 1Square feet: 852Lot size: 3507,1730 Broderick St APT 2,1.0,1.0,852.0,01/08/2015,800000.0,37.786414,-122.441543,Lower Pacific Heights,3.0,Condominium,1928.0,865918.0,"1,146,900",94115.0,15083131.0
5585,Address: 2875 Jackson Street #3, San FranciscoSales price: 1130000Sales date: 01/08/2015Bedrooms: 2Square feet: 978Lot size: 3784,2875 Jackson St APT 3,1.0,2.0,978.0,01/08/2015,1130000.0,37.791213,-122.442323,Pacific Heights,5.0,Condominium,1923.0,1090539.0,"1,884,400",94115.0,15081259.0
5587,Address: 2567 31st Avenue, San FranciscoSales price: 925000Sales date: 01/08/2015Bedrooms: 3Square feet: 1872Lot size: 2996,2567 31st Ave,5.0,5.0,2417.0,01/08/2015,925000.0,37.739361,-122.488658,Parkside,8.0,SingleFamily,1931.0,1420799.0,"1,094,000",94116.0,15123727.0
5588,Address: 1806 15th Avenue, San FranciscoSales price: 1050000Sales date: 01/08/2015Bedrooms: 0Square feet: 1404Lot size: 3598,1806 15th Ave,2.0,3.0,1404.0,01/08/2015,1050000.0,37.754,-122.471833,Golden Gate Heights,5.0,MultiFamily2To4,1947.0,1482351.0,"1,449,000",94122.0,15112059.0
5593,Address: 765 South Van Ness Avenue, San FranciscoSales price: 1010000Sales date: 01/07/2015Bedrooms: 0Square feet: 5058Lot size: 4456,765 S Van Ness Ave,3.0,3.0,5058.0,02/24/2015,1810000.0,37.760919,-122.41671,Mission,16.0,Duplex,1882.0,2522865.0,"1,167,700",94110.0,15144785.0
5594,Address: 2102 Baker Street #2102, San FranciscoSales price: 1245000Sales date: 01/07/2015Bedrooms: 2Square feet: 1442Lot size: 3851,2102 Baker St # 2102,1.0,2.0,1442.0,01/07/2015,1245000.0,37.79058,-122.444175,Pacific Heights,5.0,Condominium,1906.0,1769197.0,"1,884,400",94115.0,15081317.0
5595,Address: 2624 Greenwich Street, San FranciscoSales price: 1075000Sales date: 01/07/2015Bedrooms: 0Square feet: 1410Lot size: 2812,2624 Greenwich St,2.0,2.0,1410.0,01/07/2015,1075000.0,37.798294,-122.443009,Cow Hollow,5.0,Condominium,1912.0,1776187.0,"2,134,300",94123.0,15080249.0
5596,Address: 1376 Shafter Avenue, San FranciscoSales price: 885000Sales date: 01/07/2015Bedrooms: 2Square feet: 1425Lot size: 3750,1376 Shafter Ave,1.0,2.0,1425.0,01/07/2015,885000.0,37.728858,-122.386342,Bayview,7.0,SingleFamily,1925.0,897720.0,"719,000",94124.0,15153952.0
5597,Address: 256 Fowler Avenue, San FranciscoSales price: 1455000Sales date: 01/07/2015Bedrooms: 2Square feet: 1892Lot size: 3053,256 Fowler Ave,3.0,3.0,1892.0,01/07/2015,1455000.0,37.743262,-122.452034,Miraloma Park,8.0,SingleFamily,1932.0,1572933.0,"1,227,600",94127.0,15133582.0
5598,Address: 45 Sunview Drive, San FranciscoSales price: 825000Sales date: 01/07/2015Bedrooms: 0Square feet: 893Lot size: 3267,45 Sunview Dr,2.0,3.0,1425.0,01/07/2015,825000.0,37.747454,-122.446546,Midtown Terrace,6.0,SingleFamily,1957.0,1117772.0,"1,108,400",94131.0,15132732.0
5600,Address: 70 Zircon Place, San FranciscoSales price: 1900000Sales date: 01/07/2015Bedrooms: 0Square feet: 1729Lot size: 5666,70 Zircon Pl,2.5,4.0,2215.0,01/07/2015,1900000.0,37.742506,-122.434674,Noe Valley,10.0,SingleFamily,1972.0,3801156.0,"1,751,900",94131.0,15200143.0
5601,Address: 356 Stonecrest Drive, San FranciscoSales price: 1450000Sales date: 01/07/2015Bedrooms: 0Square feet: 2195Lot size: 6695,356 Stonecrest Dr,3.0,4.0,1900.0,01/07/2015,1450000.0,37.72509,-122.473285,Lakeside,7.0,SingleFamily,1940.0,1793293.0,"1,388,300",94132.0,15197009.0
5602,Address: 999 Green Street #1403, San FranciscoSales price: 1140000Sales date: 01/07/2015Bedrooms: 1Square feet: 874Lot size: 14264,999 Green St APT 1403,1.0,1.0,874.0,01/07/2015,1140000.0,37.798451,-122.415218,Russian Hill,3.0,Condominium,1964.0,1199117.0,"1,608,800",94133.0,15066362.0
5604,Address: 1919 19th Street, San FranciscoSales price: 1465000Sales date: 01/06/2015Bedrooms: 2Square feet: 1360Lot size: 2250,1919 19th St,1.0,2.0,1360.0,01/06/2015,1465000.0,37.760941,-122.401523,Potrero Hill,6.0,SingleFamily,1968.0,1705950.0,"1,264,000",94107.0,15149903.0
5605,Address: 88 King Street #1317, San FranciscoSales price: 1767000Sales date: 01/06/2015Bedrooms: 2Square feet: 1245Lot size: 82157,88 King St UNIT 1317,2.0,3.0,1412.0,01/06/2015,1767000.0,37.780117,-122.389648,South Beach,5.0,Condominium,2000.0,1701380.0,"1,269,100",94107.0,80749120.0
5606,Address: 1440 Broadway #201, San FranciscoSales price: 749000Sales date: 01/06/2015Bedrooms: 2Square feet: 763Lot size: 12448,1440 Broadway APT 201,1.0,1.0,774.0,01/06/2015,749000.0,37.796385,-122.420727,Russian Hill,4.0,Condominium,1982.0,806470.0,"1,608,800",94109.0,69808702.0
5607,Address: 1200 Gough Street #9A, San FranciscoSales price: 975000Sales date: 01/06/2015Bedrooms: 2Square feet: 1500Lot size: 44676,1200 Gough St APT 9A,2.0,2.0,1500.0,01/06/2015,975000.0,37.78482,-122.423994,Van Ness - Civic Center,5.0,Condominium,1966.0,1329857.0,"839,200",94109.0,15077032.0
5612,Address: 746 48th Avenue, San FranciscoSales price: 1050000Sales date: 01/06/2015Bedrooms: 3Square feet: 1275Lot size: 3000,746 48th Ave,2.0,2.0,1275.0,01/08/2015,1050000.0,37.774277,-122.508697,Outer Richmond,5.0,SingleFamily,1924.0,1072455.0,"1,187,700",94121.0,15096624.0
5613,Address: 3825 Scott Street #202, San FranciscoSales price: 900000Sales date: 01/06/2015Bedrooms: 1Square feet: 884Lot size: 8700,3825 Scott St APT 202,1.0,1.0,884.0,01/06/2015,900000.0,37.805016,-122.442465,Marina,3.0,Condominium,1920.0,809983.0,"2,157,700",94123.0,15079570.0
5614,Address: 2728 Green Street, San FranciscoSales price: 7500000Sales date: 01/06/2015Bedrooms: 4Square feet: 2600Lot size: 2961,2728 Green St,5.5,7.0,2600.0,01/06/2015,7500000.0,37.795292,-122.444085,Cow Hollow,15.0,SingleFamily,1911.0,8291451.0,"2,134,300",94123.0,15080584.0
5616,Address: 61 Pearl Street, San FranciscoSales price: 1125000Sales date: 01/05/2015Bedrooms: 0Square feet: 1610Lot size: 1999,61-63 Pearl St,3.0,4.0,1610.0,01/05/2015,1125000.0,37.770456,-122.423679,Mission,9.0,MultiFamily2To4,1906.0,1524908.0,"1,167,700",94103.0,15142400.0
5617,Address: 246 2nd Street #1302, San FranciscoSales price: 1098000Sales date: 01/05/2015Bedrooms: 2Square feet: 1049Lot size: 12933,246 2nd St APT 1302,2.0,2.0,1049.0,01/05/2015,1098000.0,37.78575,-122.397404,Yerba Buena,4.0,Condominium,2000.0,1253328.0,"993,200",94105.0,53153524.0
5621,Address: 2144 Lake Street, San FranciscoSales price: 3900000Sales date: 01/05/2015Bedrooms: 3Square feet: 2952Lot size: 3720,2144 Lake St,3.0,3.0,2952.0,01/05/2015,3900000.0,37.786134,-122.482748,Lake,8.0,SingleFamily,1914.0,4355815.0,"2,202,400",94121.0,15089056.0
5622,Address: 8 Octavia Street #303, San FranciscoSales price: 729000Sales date: 01/02/2015Bedrooms: 0Square feet: 0Lot size: 0,8 Octavia St UNIT 303,2.0,1.0,726.0,01/02/2015,729000.0,37.772243,-122.423439,Hayes Valley,4.0,Condominium,2014.0,865994.0,"1,202,900",94102.0,124397990.0
5623,Address: 380 10th Street #29, San FranciscoSales price: 1112000Sales date: 01/02/2015Bedrooms: 2Square feet: 1304Lot size: 15831,380 10th St UNIT 29,2.0,2.0,1304.0,01/02/2015,1112000.0,37.771683,-122.411809,South of Market,5.0,Condominium,2004.0,1068271.0,"957,300",94103.0,67394762.0
5624,Address: 425 1st Street #3604, San FranciscoSales price: 460000Sales date: 01/02/2015Bedrooms: 1Square feet: 605Lot size: 56024,425 1st St UNIT 3604,1.0,1.0,605.0,01/02/2015,460000.0,37.786064,-122.392174,South Beach,3.0,Condominium,2008.0,901254.0,"1,269,100",94105.0,82804681.0
5626,Address: 1945 Washington Street #406, San FranciscoSales price: 625000Sales date: 01/02/2015Bedrooms: 1Square feet: 655Lot size: 17557,1945 Washington St APT 406,1.0,1.0,655.0,01/02/2015,625000.0,37.792472,-122.425281,Pacific Heights,3.0,Condominium,1987.0,743698.0,"1,884,400",94109.0,15074153.0
5627,Address: 1328 Green Street, San FranciscoSales price: 1450000Sales date: 01/02/2015Bedrooms: 2Square feet: 1420Lot size: 3876,1328 Green St,1.0,2.0,1420.0,01/02/2015,1450000.0,37.79821,-122.42109,Russian Hill,5.0,Condominium,1908.0,1393150.0,"1,608,800",94109.0,15072139.0
5629,Address: 4075 17th Street, San FranciscoSales price: 1795000Sales date: 01/02/2015Bedrooms: 0Square feet: 1685Lot size: 2853,4075 17th St,3.0,5.0,2700.0,01/02/2015,1795000.0,37.762213,-122.436708,Corona Heights,9.0,SingleFamily,1907.0,2448226.0,"1,449,300",94114.0,15128221.0
5635,Address: 601 Van Ness Avenue #331, San FranciscoSales price: 443000Sales date: 12/31/2014Bedrooms: 1Square feet: 558Lot size: 105806,601 Van Ness Ave APT 331,1.0,1.0,558.0,12/31/2014,443000.0,37.781386,-122.421406,Van Ness - Civic Center,2.0,Condominium,1982.0,533688.0,"839,200",94102.0,15077855.0
5636,Address: 8 Buchanan Street #312, San FranciscoSales price: 749000Sales date: 12/31/2014Bedrooms: 0Square feet: 0Lot size: 0,8 Buchanan St UNIT 312,2.0,2.0,836.0,12/31/2014,749000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,1004522.0,"1,202,900",94102.0,124397641.0
5638,Address: 260 King Street #727, San FranciscoSales price: 925000Sales date: 12/31/2014Bedrooms: 2Square feet: 928Lot size: 213232,260 King St UNIT 727,2.0,2.0,928.0,12/31/2014,925000.0,37.777641,-122.393417,South of Market,4.0,Condominium,2004.0,1005744.0,"957,300",94107.0,69819771.0
5639,Address: 872 Kansas Street, San FranciscoSales price: 1075000Sales date: 12/31/2014Bedrooms: 0Square feet: 575Lot size: 2495,872 Kansas St,1.5,4.0,1824.0,12/31/2014,1075000.0,37.758493,-122.403252,Potrero Hill,7.0,SingleFamily,1900.0,1959667.0,"1,264,000",94107.0,15150324.0
5640,Address: 1001 Pine Street #802, San FranciscoSales price: 325000Sales date: 12/31/2014Bedrooms: 2Square feet: 815Lot size: 18906,1001 Pine St APT 802,1.0,2.0,815.0,12/31/2014,325000.0,37.790348,-122.412568,Downtown,4.0,Condominium,1963.0,817959.0,"795,400",94109.0,15068875.0
5643,Address: 385 Maynard Street, San FranciscoSales price: 517500Sales date: 12/31/2014Bedrooms: 2Square feet: 862Lot size: 1816,385 Maynard St,2.0,3.0,1244.0,06/25/2015,850000.0,37.730503,-122.422721,Excelsior,6.0,SingleFamily,1942.0,853556.0,"757,400",94112.0,15166044.0
5644,Address: 396 Allison Street, San FranciscoSales price: 550000Sales date: 12/31/2014Bedrooms: 0Square feet: 825Lot size: 1751,396 Allison St,1.0,2.0,825.0,12/31/2014,550000.0,37.71,-122.440857,Crocker Amazon,4.0,SingleFamily,1947.0,671754.0,"817,600",94112.0,15179438.0
5646,Address: 2423 32nd Avenue, San FranciscoSales price: 1050000Sales date: 12/31/2014Bedrooms: 3Square feet: 2473Lot size: 3000,2423 32nd Ave,2.0,3.0,2473.0,12/31/2014,1050000.0,37.741933,-122.489915,Parkside,10.0,SingleFamily,1925.0,1275670.0,"1,094,000",94116.0,15122124.0
5647,Address: 159 Castenada Avenue, San FranciscoSales price: 1850000Sales date: 12/31/2014Bedrooms: 0Square feet: 2238Lot size: 5113,159 Castenada Ave,2.0,3.0,2238.0,12/31/2014,1850000.0,37.748296,-122.461403,Forest Hill,9.0,SingleFamily,1941.0,2085976.0,"1,926,800",94116.0,15132837.0
5649,Address: 610 Haight Street, San FranciscoSales price: 1665000Sales date: 12/31/2014Bedrooms: 0Square feet: 2627Lot size: 3089,610 Haight St,3.0,4.0,2627.0,12/31/2014,1665000.0,37.772074,-122.43268,Hayes Valley,8.0,Condominium,1895.0,1882263.0,"1,202,900",94117.0,15078963.0
5650,Address: 326 Maple Street, San FranciscoSales price: 2175000Sales date: 12/31/2014Bedrooms: 3Square feet: 1725Lot size: 2667,326 Maple St,2.0,3.0,1994.0,12/31/2014,2175000.0,37.787399,-122.455012,Presidio Heights,8.0,Condominium,1907.0,2581252.0,"5,244,900",94118.0,15082313.0
5651,Address: 659 45th Avenue, San FranciscoSales price: 1600000Sales date: 12/31/2014Bedrooms: 6Square feet: 3651Lot size: 3470,659 45th Ave,3.0,6.0,3651.0,12/31/2014,1600000.0,37.776058,-122.506273,Outer Richmond,8.0,SingleFamily,1926.0,1936203.0,"1,187,700",94121.0,15096360.0
5652,Address: 4150 Moraga Street, San FranciscoSales price: 902000Sales date: 12/31/2014Bedrooms: 4Square feet: 1983Lot size: 1875,4150 Moraga St,2.0,4.0,1983.0,12/31/2014,902000.0,37.754939,-122.507515,Outer Sunset,7.0,SingleFamily,1952.0,1085059.0,"1,030,300",94122.0,15108114.0
